"CIS_ID","Check_ID","Title","Status","Value","Condition","Rules","Description","Rationale","Remediation","Compliance"
"26075","26075","Ensure 'Downloaded Maps Manager (MapsBroker)' is set to 'Disabled'.","FAIL","2","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\MapsBroker -> Start -> 4","Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps.","Mapping technologies can unwillingly reveal your location to attackers and other software that picks up the information. In addition, automatic downloads of data from third-party sources should be minimized when not needed. Therefore, this service should not be needed in high security environments.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Downloaded Maps Manager.","CIS: 5.4; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26076","26076","Ensure 'Geolocation Service (lfsvc)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\lfsvc -> Start -> 4","This service monitors the current location of the system and manages geofences (a geographical location with associated events). The recommended state for this setting is: Disabled.","This setting affects the location feature (e.g. GPS or other location tracking). From a security perspective, it's not a good idea to reveal your location to software in most cases, but there are legitimate uses, such as mapping software. However, they should not be used in high security environments.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Geolocation Service.","CIS: 5.5; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26077","26077","Ensure 'IIS Admin Service (IISADMIN)' is set to 'Disabled' or 'Not Installed'.","PASS","4","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\IISADMIN | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\IISADMIN -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\IISADMIN -> Start -> 4","Enables the server to administer the IIS metabase. The IIS metabase stores configuration for the SMTP and FTP services. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but is installed by enabling an optional Windows feature (Internet Information Services). Note #2: An organization may choose to sele","Hosting a website from a workstation is an increased security risk, as the attack surface of that workstation is then greatly increased. If proper security mitigations are not followed, the chance of successful attack increases significantly. Note: This security concern applies to any web server application installed on a workstation, not just IIS.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\IIS Admin Service.","CIS: 5.6; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26078","26078","Ensure 'Infrared monitor service (irmon)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\irmon | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\irmon -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\irmon -> Start -> 4","Detects other Infrared devices that are in range and launches the file transfer application. The recommended state for this setting is: Disabled or Not Installed.","Infrared connections can potentially be a source of data compromise - especially via the automatic \","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Infrared monitor service.","CIS: 5.7; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26079","26079","Ensure 'Link-Layer Topology Discovery Mapper (lltdsvc)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\lltdsvc -> Start -> 4","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device. The recommended state for this setting is: Disabled.","The feature that this service enables could potentially be used for unauthorized discovery and connection to network devices. Disabling the service helps to prevent responses to requests for network topology discovery in high security environments.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Link-Layer Topology Discovery Mapper.","CIS: 5.8; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26080","26080","Ensure 'LxssManager (LxssManager)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\LxssManager | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\LxssManager -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\LxssManager -> Start -> 4","The LXSS Manager service supports running native ELF binaries. The service provides the infrastructure necessary for ELF binaries to run on Windows. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but is installed by enabling an optional Windows feature (Windows Subsystem for Linux).","The Linux Subsystem (LXSS) Manager allows full system access to Linux applications on Windows, including the file system. While this can certainly have some functionality and performance benefits for running those applications, it also creates new security risks in the event that a hacker injects malicious code into a Linux application. For best security, it is preferred to run Linux applications ","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\LxssManager.","CIS: 5.9; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26081","26081","Ensure 'Microsoft FTP Service (FTPSVC)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\FTPSVC | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\FTPSVC -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\FTPSVC -> Start -> 4","Enables the server to be a File Transfer Protocol (FTP) server. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but is installed by enabling an optional Windows feature (Internet Information Services - FTP Server).","Hosting an FTP server (especially a non-secure FTP server) from a workstation is an increased security risk, as the attack surface of that workstation is then greatly increased. Note: This security concern applies to any FTP server application installed on a workstation, not just IIS.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Microsoft FTP Service.","CIS: 5.10; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26082","26082","Ensure 'Microsoft iSCSI Initiator Service (MSiSCSI)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\MSiSCSI -> Start -> 4","Manages Internet SCSI (iSCSI) sessions from this computer to remote target devices. The recommended state for this setting is: Disabled.","This service is critically necessary in order to directly attach to an iSCSI device. However, iSCSI itself uses a very weak authentication protocol (CHAP), which means that the passwords for iSCSI communication are easily exposed, unless all of the traffic is isolated and/or encrypted using another technology like IPsec. This service is generally more appropriate for servers in a controlled enviro","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Microsoft iSCSI Initiator Service.","CIS: 5.11; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26083","26083","Ensure 'OpenSSH SSH Server (sshd)' is set to 'Disabled' or 'Not Installed'.","FAIL","2","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\sshd | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\sshd -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\sshd -> Start -> 4","SSH protocol based service to provide secure encrypted communications between two untrusted hosts over an insecure network. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but it is installed by enabling an optional Windows feature (OpenSSH Server).","Hosting an SSH server from a workstation is an increased security risk, as the attack surface of that workstation is then greatly increased. Note: This security concern applies to any SSH server application installed on a workstation, not just the one supplied with Windows.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\OpenSSH SSH Server.","CIS: 5.12; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26084","26084","Ensure 'Peer Name Resolution Protocol (PNRPsvc)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\PNRPsvc -> Start -> 4","Enables serverless peer name resolution over the Internet using the Peer Name Resolution Protocol (PNRP). The recommended state for this setting is: Disabled.","Peer Name Resolution Protocol is a distributed and (mostly) serverless way to handle name resolution of clients with each other. In a high security environment, it is more secure to rely on centralized name resolution methods maintained by authorized staff.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Peer Name Resolution Protocol.","CIS: 5.13; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26085","26085","Ensure 'Peer Networking Grouping (p2psvc)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\p2psvc -> Start -> 4","Enables multi-party communication using Peer-to-Peer Grouping. The recommended state for this setting is: Disabled.","Peer Name Resolution Protocol is a distributed and (mostly) serverless way to handle name resolution of clients with each other. In a high security environment, it is more secure to rely on centralized name resolution methods maintained by authorized staff.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Peer Networking Grouping.","CIS: 5.14; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26086","26086","Ensure 'Peer Networking Identity Manager (p2pimsvc)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\p2pimsvc -> Start -> 4","Provides identity services for the Peer Name Resolution Protocol (PNRP) and Peer-to-Peer Grouping services. The recommended state for this setting is: Disabled.","Peer Name Resolution Protocol is a distributed and (mostly) serverless way to handle name resolution of clients with each other. In a high security environment, it is more secure to rely on centralized name resolution methods maintained by authorized staff.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Peer Networking Identity Manager.","CIS: 5.15; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26087","26087","Ensure 'PNRP Machine Name Publication Service (PNRPAutoReg)' is set to 'Disabled'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\PNRPAutoReg -> Start -> 4","This service publishes a machine name using the Peer Name Resolution Protocol. Configuration is managed via the netsh context 'p2p pnrp peer'. The recommended state for this setting is: Disabled.","Peer Name Resolution Protocol is a distributed and (mostly) serverless way to handle name resolution of clients with each other. In a high security environment, it is more secure to rely on centralized name resolution methods maintained by authorized staff.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\PNRP Machine Name Publication Service.","CIS: 5.16; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26088","26088","Ensure 'Print Spooler (Spooler)' is set to 'Disabled'.","FAIL","2","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Spooler -> Start -> 4","This service spools print jobs and handles interaction with printers. The recommended state for this setting is: Disabled.","In a high security environment, unnecessary services especially those with known vulnerabilities should be disabled. Disabling the Print Spooler (Spooler) service mitigates the PrintNightmare vulnerability (CVE-2021-34527) and other attacks against the service.","To establish the recommended configuration via GP, set the following UI path to: Disabled: Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Print Spooler.","CIS: 5.17; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26089","26089","Ensure 'Problem Reports and Solutions Control Panel Support (wercplsupport)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\wercplsupport -> Start -> 4","This service provides support for viewing, sending and deletion of system-level problem reports for the Problem Reports and Solutions control panel. The recommended state for this setting is: Disabled.","This service is involved in the process of displaying/reporting issues & solutions to/from Microsoft. In a high security environment, preventing this information from being sent can help reduce privacy concerns for sensitive corporate information.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Problem Reports and Solutions Control Panel Support.","CIS: 5.18; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26090","26090","Ensure 'Remote Access Auto Connection Manager (RasAuto)' is set to 'Disabled'.","FAIL","2","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RasAuto -> Start -> 4","Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address. The recommended state for this setting is: Disabled.","The function of this service is to provide a \","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Remote Access Auto Connection Manager.","CIS: 5.19; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26091","26091","Ensure 'Remote Desktop Configuration (SessionEnv)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SessionEnv -> Start -> 4","Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders, RD themes, and RD certificates. The recommended state for this setting is: Disabled.","In a high security environment, Remote Desktop access is an increased security risk. For these environments, only local console access should be permitted.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Remote Desktop Configuration.","CIS: 5.20; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26092","26092","Ensure 'Remote Desktop Services (TermService)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\TermService -> Start -> 4","Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service. The recommended state for this setting is: Disabled.","In a high security environment, Remote Desktop access is an increased security risk. For these environments, only local console access should be permitted.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Remote Desktop Services.","CIS: 5.21; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26093","26093","Ensure 'Remote Desktop Services UserMode Port Redirector (UmRdpService)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\UmRdpService -> Start -> 4","Allows the redirection of Printers/Drives/Ports for RDP connections. The recommended state for this setting is: Disabled.","In a security-sensitive environment, it is desirable to reduce the possible attack surface - preventing the redirection of COM, LPT and PnP ports will reduce the number of unexpected avenues for data exfiltration and/or malicious code transfer within an RDP session.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Remote Desktop Services UserMode Port Redirector.","CIS: 5.22; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26094","26094","Ensure 'Remote Procedure Call (RPC) Locator (RpcLocator)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RpcLocator -> Start -> 4","In Windows 2003 and older versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista or newer versions of Windows, this service does not provide any functionality and is present for application compatibility. The recommended state for this setting is: Disabled.","This is a legacy service that has no value or purpose other than application compatibility for very old software. It should be disabled unless there is a specific old application still in use on the system that requires it.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Remote Procedure Call (RPC) Locator.","CIS: 5.23; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26095","26095","Ensure 'Remote Registry (RemoteRegistry)' is set to 'Disabled'.","PASS","4","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RemoteRegistry -> Start -> 4","Enables remote users to view and modify registry settings on this computer. The recommended state for this setting is: Disabled.","In a high security environment, exposing the registry to remote access is an increased security risk.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Remote Registry.","CIS: 5.24; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26096","26096","Ensure 'Routing and Remote Access (RemoteAccess)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\RemoteAccess -> Start -> 4","Offers routing services to businesses in local area and wide area network environments. The recommended state for this setting is: Disabled.","This service's main purpose is to provide Windows router functionality - this is not an appropriate use of workstations in an enterprise managed environment.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Routing and Remote Access.","CIS: 5.25; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26097","26097","Ensure 'Server (LanmanServer)' is set to 'Disabled'.","FAIL","2","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\LanmanServer -> Start -> 4","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. The recommended state for this setting is: Disabled.","In a high security environment, a secure workstation should only be a client, not a server. Sharing workstation resources for remote access increases security risk as the attack surface is notably higher.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Server.","CIS: 5.26; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26098","26098","Ensure 'Simple TCP/IP Services (simptcp)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\simptcp | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\simptcp -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\simptcp -> Start -> 4","Supports the following TCP/IP services: Character Generator, Daytime, Discard, Echo, and Quote of the Day. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but is installed by enabling an optional Windows feature (Simple TCPIP services (i.e. echo, daytime etc)).","The Simple TCP/IP Services have very little purpose in a modern enterprise environment - allowing them might increase exposure and risk for attack.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Simple TCP/IP Services.","CIS: 5.27; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26099","26099","Ensure 'SNMP Service (SNMP)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SNMP -> Start -> 4","Enables Simple Network Management Protocol (SNMP) requests to be processed by this computer. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but is installed by enabling an optional Windows feature (Simple Network Management Protocol (SNMP)).","Features that enable inbound network connections increase the attack surface. In a high security environment, management of secure workstations should be handled locally.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\SNMP Service.","CIS: 5.28; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26100","26100","Ensure 'Special Administration Console Helper (sacsvr)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\sacsvr | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\sacsvr -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\sacsvr -> Start -> 4","This service allows administrators to remotely access a command prompt using Emergency Management Services. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but it is installed by enabling an optional Windows capability (Windows Emergency Management Services and Serial Console).","Allowing the use of a remotely accessible command prompt that provides the ability to perform remote management tasks on a computer is a security risk.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Special Administration Console Helper.","CIS: 5.29; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26101","26101","Ensure 'SSDP Discovery (SSDPSRV)' is set to 'Disabled'.","PASS","4","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\SSDPSRV -> Start -> 4","Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. The recommended state for this setting is: Disabled.","Universal Plug n Play (UPnP) is a real security risk - it allows automatic discovery and attachment to network devices. Note that UPnP is different than regular Plug n Play (PnP). Workstations should not be advertising their services (or automatically discovering and connecting to networked services) in a security-conscious enterprise managed environment.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\SSDP Discovery.","CIS: 5.30; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26102","26102","Ensure 'UPnP Device Host (upnphost)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\upnphost -> Start -> 4","Allows UPnP devices to be hosted on this computer. The recommended state for this setting is: Disabled.","Universal Plug n Play (UPnP) is a real security risk - it allows automatic discovery and attachment to network devices. Notes that UPnP is different than regular Plug n Play (PnP). Workstations should not be advertising their services (or automatically discovering and connecting to networked services) in a security-conscious enterprise managed environment.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\UPnP Device Host.","CIS: 5.31; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26103","26103","Ensure 'Web Management Service (WMSvc)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WMSvc | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WMSvc -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WMSvc -> Start -> 4","The Web Management Service enables remote and delegated management capabilities for administrators to manage for the Web server, sites and applications present on the machine. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but is installed by enabling an optional Windows feature (Internet Informatio","Remote web administration of IIS on a workstation is an increased security risk, as the attack surface of that workstation is then greatly increased. If proper security mitigations are not followed, the chance of successful attack increases significantly.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Web Management Service.","CIS: 5.32; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26104","26104","Ensure 'Windows Error Reporting Service (WerSvc)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WerSvc -> Start -> 4","Allows errors to be reported when programs stop working or responding and allows existing solutions to be delivered. Also allows logs to be generated for diagnostic and repair services. The recommended state for this setting is: Disabled.","If a Windows Error occurs in a secure, enterprise managed environment, the error should be reported directly to IT staff for troubleshooting and remediation. There is no benefit to the corporation to report these errors directly to Microsoft, and there is some risk of unknowingly exposing sensitive data as part of the error.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Windows Error Reporting Service.","CIS: 5.33; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26105","26105","Ensure 'Windows Event Collector (Wecsvc)' is set to 'Disabled'.","FAIL","2","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Wecsvc -> Start -> 4","This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. The recommended state for this setting is: Disabled.","In a high security environment, remote connections to secure workstations should be minimized, and management functions should be done locally.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Windows Event Collector.","CIS: 5.34; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26106","26106","Ensure 'Windows Media Player Network Sharing Service (WMPNetworkSvc)' is set to 'Disabled' or 'Not Installed'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WMPNetworkSvc | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WMPNetworkSvc -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WMPNetworkSvc -> Start -> 4","Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play. The recommended state for this setting is: Disabled or Not Installed.","Network sharing of media from Media Player has no place in an enterprise managed environment.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Windows Media Player Network Sharing Service.","CIS: 5.35; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
